28;200;11;1;58597
71;900;25;1;374050
62;200;67;0;286549
57;0;97;3;2241
55;800;22;1;224781
67;500;74;4;355668
41;200;70;1;126568
66;900;87;1;325034
41;900;97;2;127603
20;500;11;2;30465
79;800;35;1;463116
78;400;77;0;452605
92;900;87;1;629026
14;300;63;0;16504
15;300;68;3;20943
92;600;80;0;628822
7;700;97;2;6825
52;0;62;2;332
38;900;20;3;109895
33;700;54;2;82624
49;300;88;3;182507
6;300;71;3;7038
88;900;6;0;573559
47;600;17;4;185416
16;700;34;0;20193
27;800;52;1;55687
97;500;34;0;697503
74;0;59;3;2241
33;900;39;4;103145
3;200;12;1;1274
53;100;24;1;208771
57;100;55;0;242167
8;100;46;1;6235
89;0;54;1;83
75;0;68;0;83
81;700;25;1;486520
27;400;6;2;54667
26;0;25;0;83
41;900;33;1;125626
43;0;76;1;83
82;400;39;3;501097
25;500;10;2;47088
86;0;54;4;21248
58;0;37;2;332
96;500;71;0;684220
66;600;7;4;344024
98;0;62;1;83
80;100;44;4;496210
65;600;38;2;314251
81;0;95;4;21248
30;900;90;0;69371
29;800;77;3;66808
23;0;53;1;83
97;0;1;2;332
0;500;88;2;2944
6;400;99;2;5896
20;700;14;4;51474
89;900;25;4;608335
53;200;6;3;210470
96;900;70;4;705380
90;300;13;4;621215
83;600;86;0;512433
81;600;20;3;488538
10;900;12;3;10223
8;600;37;2;6310
88;200;16;1;573772
30;800;43;1;68098
70;400;98;2;365805
89;100;3;0;586492
77;900;60;0;440707
15;0;50;2;332
51;200;60;4;215543
41;700;56;1;126237
12;500;32;2;12088
53;500;69;0;210048
41;700;87;3;129232
30;0;8;4;21248
31;0;69;3;2241
53;200;76;4;231367
34;800;64;2;87858
86;0;8;0;83
97;200;92;1;699034
20;300;78;1;32005
80;600;96;2;476767
8;400;21;0;5613
25;300;90;0;48979
15;600;34;1;17894
55;800;29;3;227128
71;900;95;3;378098
82;700;71;2;500073
1;0;15;3;2241
68;200;96;3;347210
16;900;68;3;23279
64;900;23;1;304066
77;800;33;4;461139
8;400;29;1;5829
3;400;0;0;976
64;300;39;0;304456
73;500;50;3;398173
67;800;22;0;333117
20;200;81;4;53236
53;400;16;1;208608
14;900;67;0;16654
15;700;6;3;19301
73;800;56;2;396444
82;500;54;2;499602
50;500;1;4;206511
3;500;57;3;4682
17;800;60;3;25501
94;600;6;4;675517
77;300;36;2;440266
22;200;62;1;37774
53;800;33;0;209094
14;800;42;1;15975
45;300;38;3;153333
70;500;24;3;365725
33;400;63;2;82846
12;900;88;4;34538
42;600;33;0;131753
71;500;13;4;394869
14;600;59;0;16423
86;100;48;1;548857
97;600;32;2;697705
33;800;7;3;83270
92;0;46;1;83
39;600;97;4;136664
15;0;51;1;83
77;400;10;3;441484
62;900;23;4;306583
22;400;32;4;58155
62;400;39;1;285819
72;800;66;1;385735
69;400;24;0;353272
51;100;94;1;195269
3;500;4;1;1093
61;400;24;4;297477
35;0;25;2;332
24;700;29;3;45896
74;0;86;3;2241
18;300;15;4;45845
17;100;0;3;23801
13;400;86;1;15138
92;0;49;3;2241
56;400;29;1;233157
74;400;1;0;405561
64;200;88;3;307922
2;500;36;0;1587
28;300;60;0;59935
95;200;66;0;669916
58;400;28;0;250002
47;800;56;3;167473
52;500;95;3;205138
92;600;80;1;628822
30;0;46;2;332
47;400;4;0;163884
90;600;73;2;601946
28;100;97;2;61141
95;500;89;4;691737
55;500;98;2;227064
83;300;37;2;511332
41;700;35;1;125670
90;100;55;2;601391
67;900;13;2;333127
76;800;46;1;429003
81;500;43;3;489152
21;500;23;3;35732
82;100;36;0;498805
66;500;92;4;346312
95;900;82;0;670405
60;700;22;0;267325
48;700;37;1;171826
25;600;33;3;49625
31;800;87;4;94965
13;0;33;1;83
83;100;13;4;531558
46;800;8;1;157137
37;200;78;0;103696
79;100;30;2;463150
88;900;4;1;573505
55;900;76;4;247408
69;300;43;0;353774
25;600;31;3;49571
97;600;9;1;696835
6;900;89;4;26573
11;800;46;0;10533
69;800;70;4;375706
99;600;27;2;726578
67;400;46;1;333738
67;900;71;0;334444
66;400;53;0;324085
51;500;11;2;193339
84;100;53;3;525989
69;100;90;0;355001
79;0;99;4;21248
38;700;38;0;108213
31;400;42;0;72558
73;300;95;1;397210
68;100;7;1;342622
16;800;80;2;21690
71;400;0;2;373593
37;100;82;4;124942
3;400;0;2;1225
61;800;47;4;298125
22;900;46;0;37399
55;200;39;3;227345
95;600;46;3;671576
16;600;15;0;19675
12;800;32;0;11857
11;500;19;4;30951
49;900;8;2;178480
57;600;58;1;242317
97;400;78;2;698931
98;700;27;3;713914
15;300;8;2;17414
0;600;72;4;23435
44;400;14;0;143952
71;500;21;2;374169
56;0;34;0;83
38;200;96;0;109732
49;500;40;2;179322
44;700;93;0;146106
93;100;44;0;641471
77;800;9;3;441484
72;600;80;1;386102
61;400;68;0;277500
84;300;35;2;523636
47;400;9;1;164019
11;900;96;0;11887
69;100;15;2;353225
42;900;7;2;131314
79;600;45;2;463624
44;800;0;3;145759
32;800;28;3;79027
23;500;42;3;42757
99;100;71;0;727448
53;700;18;2;208932
8;300;84;3;9461
45;100;75;4;173297
59;200;28;1;258634
2;0;14;4;21248
1;400;2;4;21603
9;400;99;1;8977
48;100;71;1;172670
90;900;23;4;621527
75;700;54;2;418288
50;100;48;1;186553
5;900;17;3;4808
9;300;94;2;9080
77;700;87;4;462591
93;800;0;1;640363
9;100;42;2;7634
13;500;3;0;12906
24;700;64;1;44683
38;200;40;0;108220
93;900;3;0;640448
93;800;17;2;641071
47;600;61;0;165439
95;100;82;1;670321
85;600;8;3;537350
94;100;90;3;658709
68;400;97;3;347263
65;200;39;2;314236
46;900;19;1;157438
59;800;14;1;258309
45;500;99;2;153091
89;100;48;4;608872
9;700;24;3;9131
20;600;74;1;31924
20;100;51;0;31234
60;700;6;3;269051
67;500;50;1;333855
14;600;85;1;17125
43;400;3;2;137466
17;100;6;1;21805
60;200;82;3;271056
48;600;74;0;172820
79;500;63;4;485019
83;900;97;2;512994
47;900;80;1;165967
15;500;24;4;38782
49;700;91;3;182620
30;0;45;1;83
84;700;76;3;526684
35;0;5;4;21248
75;800;5;0;416722
90;400;12;2;600283
54;300;50;1;217433
10;400;80;0;9870
1;400;30;3;3352
26;500;26;2;51294
54;200;47;4;238502
52;300;55;0;201880
73;0;90;3;2241
67;500;0;3;334663
0;200;94;0;2822
76;700;22;4;449514
3;300;13;1;1316
28;900;43;0;59518
42;100;24;1;131441
96;200;78;4;705539
44;900;85;1;145900
76;500;84;1;430011
88;900;86;1;575719
58;900;46;1;250519
62;100;42;2;286096
50;700;29;4;207279
28;600;43;4;80668
38;100;94;2;109900
42;900;94;3;135573
16;0;94;1;83
9;300;25;4;28133
94;100;80;3;658439
82;400;50;4;520401
12;0;29;2;332
38;400;17;1;107625
45;300;58;3;153873
94;400;6;2;654585
35;300;19;1;91462
38;400;68;2;109251
67;800;40;1;333603
75;200;85;4;439994
74;600;31;2;406636
90;800;40;1;600817
63;900;76;2;296348
55;200;20;2;224923
87;100;91;0;562820
87;900;9;4;581855
59;900;7;1;258124
44;200;25;3;146381
11;700;83;1;11526
57;300;89;1;243127
74;500;78;2;407898
0;0;24;4;21248
41;700;17;3;127342
26;600;34;3;53426
28;100;24;2;59170
86;0;42;2;332
59;500;50;1;259263
49;200;89;3;182519
9;0;57;1;83
70;200;1;2;363160
49;800;92;3;182653
44;900;18;4;165256
20;200;96;3;34634
44;900;55;3;147248
64;800;72;0;305385
50;300;41;1;186406
33;800;73;4;104059
32;400;68;4;99087
44;200;62;0;145222
91;200;65;4;635998
74;100;22;1;406075
52;0;26;2;332
40;800;34;2;119904
12;500;53;2;12655
26;600;1;3;52535
52;100;92;1;202837
34;600;37;2;87118
38;200;41;0;108247
15;600;36;3;20106
98;200;37;0;711979
13;300;32;2;13918
51;500;74;2;195040
12;800;87;4;34507
49;200;13;0;178309
38;0;13;4;21248
4;600;46;1;2752
74;400;91;4;429156
96;800;14;1;682699
4;600;38;0;2536
84;300;32;3;525464
93;900;64;2;642344
3;700;78;2;3352
79;300;23;0;462754
1;100;7;1;520
55;0;52;1;83
79;700;65;0;463920
65;300;90;4;336544
68;200;97;1;345079
93;200;56;2;642071
91;600;91;1;615577
29;600;6;0;62722
87;500;58;4;583156
16;100;97;2;22069
30;200;82;0;69098
66;200;45;1;323843
46;400;48;1;158190
56;400;40;3;235612
90;300;71;1;601616
1;700;53;0;1836
95;200;34;1;669052
75;200;10;0;416804
94;200;0;2;654397
16;500;99;4;43101
40;700;5;3;121024
3;800;48;0;2299
81;900;16;0;486287
49;900;75;4;201205
81;0;7;3;2241
94;700;13;3;656704
61;400;53;2;277344
11;200;91;3;13853
51;800;52;1;194215
98;0;51;0;83
72;700;67;1;385756
88;200;65;0;575095
4;400;30;3;4462
41;400;39;2;126006
58;200;31;1;250057
96;200;25;4;704108
22;700;5;1;36282
29;600;53;1;63991
75;0;74;3;2241
14;900;85;4;38305
63;600;69;1;295895
60;800;10;0;267007
52;100;91;3;204968
15;600;99;3;21807
45;400;11;2;150706
12;600;80;2;13391
88;500;3;2;573705
46;0;73;2;332
56;300;18;3;235007
3;900;38;1;2033
70;200;56;1;364396
50;600;76;3;189536
12;900;75;0;13022
55;500;64;3;228055
62;700;97;4;308571
8;100;71;1;6910
66;100;85;4;346061
70;500;25;3;365752
9;400;31;0;7141
90;900;60;2;601610
98;500;79;0;713148
42;400;0;0;130845
63;700;66;3;297977
20;700;40;3;33169
78;700;8;1;450763
17;900;20;4;43432
52;500;46;2;201906
88;400;16;3;575956
21;500;43;3;36272
91;500;20;0;613653
44;600;78;0;145696
75;0;3;4;21248
47;300;7;0;163954
49;300;14;0;178351
82;0;34;2;332
74;0;60;0;83
97;500;10;4;718020
50;300;96;4;209056
69;400;11;0;352921
45;700;51;2;151807
30;0;44;1;83
63;0;4;2;332
50;800;71;4;208419
40;300;71;4;141781
38;400;78;0;109272
17;600;86;3;26192
53;0;35;3;2241
17;600;42;4;44011
96;900;83;1;684566
49;900;60;2;179884
77;100;28;4;460924
14;0;58;4;21248
86;900;96;3;552395
62;0;77;0;83
33;900;18;2;81662
15;300;53;4;39545
4;800;27;0;2250
27;800;57;1;55822
71;600;77;3;377597
38;600;42;4;129481
77;900;79;4;462385
74;200;65;2;407512
1;500;61;4;23205
0;600;33;4;22382
55;200;10;4;245569
0;700;91;2;3037
5;800;10;3;4615
56;400;67;3;236341
95;800;30;4;690162
71;500;28;4;395274
30;900;93;1;69452
8;800;87;3;9580
91;700;49;3;616606
17;0;67;2;332
61;900;18;2;276430
34;700;3;1;85956
36;300;51;2;97829
80;900;83;2;476431
69;900;93;4;376331
59;100;92;2;260584
30;300;46;4;89306
34;500;74;2;88110
95;200;64;1;669862
29;900;62;2;64498
4;500;24;1;2151
45;0;99;1;83
89;400;95;3;591187
77;900;3;3;441326
32;900;59;3;79868
66;300;65;3;326556
77;200;94;4;462733
1;900;76;3;4625
74;100;94;1;408019
13;500;37;2;14073
90;200;2;2;599987
71;500;27;1;374082
6;700;74;0;4993
72;0;38;0;83
22;500;9;0;36378
94;500;33;0;655074
38;0;92;3;2241
25;900;5;0;46726
14;0;35;2;332
17;200;93;1;24181
1;800;1;4;21603
60;900;76;2;269042
24;700;57;0;44494
22;300;91;3;40730
75;500;16;0;417001
16;400;68;2;21339
86;500;20;3;550321
17;500;31;1;22542
85;200;45;0;536149
24;300;27;3;45810
10;700;71;4;30813
32;400;97;2;78954
49;600;59;2;179842
40;900;0;3;120899
34;200;33;4;107884
37;500;75;3;105808
49;200;20;3;180656
45;0;74;2;332
37;500;91;1;104082
59;100;80;0;260011
7;900;77;4;27211
71;900;77;0;375454
1;200;9;1;601
27;600;66;2;56303
8;600;50;0;6412
86;600;12;0;547954
21;600;96;2;35801
97;600;92;1;699076
68;200;7;1;342649
51;600;48;0;194096
98;800;96;3;715783
46;200;55;0;158353
48;700;60;2;172696
34;500;62;0;87537
81;100;40;0;486851
39;200;38;2;114113
54;500;50;3;219611
33;900;63;3;84786
9;100;61;0;7898
25;600;10;0;46846
26;300;12;0;50647
0;500;67;1;2128
86;700;63;2;549585
92;100;85;3;631046
98;700;56;1;712539
86;100;14;0;547939
34;800;3;4;107127
44;500;85;2;146127
88;700;82;0;575601
24;200;21;2;43724
9;400;40;1;7384
37;700;0;0;101637
64;800;66;3;307381
32;300;50;1;77425
61;300;26;2;276604
19;100;80;4;50296
60;400;0;2;266959
16;300;51;3;22778
58;100;31;0;250030
20;300;83;2;32389
44;100;40;1;144601
34;0;42;2;332
96;800;57;0;683860
31;900;74;4;94618
55;600;81;4;247528
0;200;2;0;338
76;500;5;1;427878
21;0;33;0;83
42;500;41;1;131962
68;500;76;4;365712
4;500;79;2;3885
74;500;31;4;427545
32;400;53;2;77766
49;700;42;0;179139
45;900;73;1;152162
40;700;31;2;119817
84;400;10;2;522972
59;800;68;0;259767
23;700;3;4;60723
5;600;31;2;3262
51;400;21;2;193600
44;500;77;1;145662
14;0;7;1;83
9;0;40;4;21248
66;300;98;2;325538
41;700;93;2;127485
66;800;66;1;324463
34;700;60;2;87744
34;100;89;0;88204
96;800;71;3;686396
69;0;21;0;83
20;200;76;3;34094
65;500;15;3;315532
94;800;75;2;656475
8;200;84;0;7288
91;600;84;0;615388
30;600;55;3;70569
44;600;41;0;144697
8;300;96;0;7627
77;200;18;4;460681
99;400;52;0;726988
94;800;58;3;657925
22;400;98;3;40930
42;200;91;2;133526
8;600;51;0;6439
25;400;70;3;50608
59;800;14;3;260467
43;400;82;2;139599
18;500;40;0;25375
15;0;68;4;21248
44;800;2;3;145813
52;300;11;3;202850
92;400;18;4;648297
10;0;2;0;83
59;800;58;2;259746
53;300;96;3;212915
28;800;88;0;60729
38;800;84;4;130626
78;600;73;3;454671
32;600;96;1;78694
50;600;45;2;186790
58;900;82;2;251740
68;300;71;3;346550
86;0;96;1;83
8;700;61;4;27879
97;500;85;1;698880
83;800;59;2;511964
46;700;43;3;160234
73;800;61;3;398488
40;500;1;3;120904
88;400;33;1;574257
96;900;92;2;685058
18;500;56;1;25807
50;300;44;1;186487
4;300;5;0;1618
62;900;99;2;287719
89;200;70;4;609493
7;300;89;3;8486
48;200;74;1;172778
4;900;53;2;3205
24;100;90;2;45560
55;400;65;4;247080
89;0;61;1;83
19;200;38;1;28024
24;900;42;2;44348
32;200;32;2;77173
6;600;29;0;3773
77;200;85;2;441574
96;500;81;1;684490
10;600;62;4;30565
16;300;51;3;22778
36;100;1;2;96437
50;300;96;3;190049
27;800;67;4;77257
35;600;96;4;114733
31;100;66;2;73402
57;900;30;4;262741
45;200;18;4;171785
67;100;54;0;333901
63;500;68;0;295861
50;600;0;3;187484
45;800;64;2;152164
64;0;96;2;332
94;500;74;1;656181
14;600;22;0;15424
48;200;26;3;173640
66;0;23;4;21248
87;300;46;2;561896
12;700;67;2;13045
15;300;41;1;18056
44;700;79;0;145728
52;500;41;4;222687
62;500;31;2;285861
7;700;30;3;6925
37;600;54;4;124255
1;100;13;3;2840
0;100;22;2;1100
64;300;98;0;306049
53;900;50;2;209806
87;300;76;4;583622
58;700;63;3;253126
64;600;91;3;308045
4;600;29;2;2542
99;300;23;4;747359
24;500;66;0;44725
61;600;1;1;275707
46;100;23;3;159620
47;200;34;0;164668
11;900;23;1;9916
95;700;81;4;691533
65;100;9;4;334315
54;200;63;0;217769
29;100;70;0;64381
97;300;56;0;698077
27;200;80;4;77555
84;600;31;0;523306
16;700;23;1;19896
26;700;63;1;52056
20;200;55;1;31369
4;0;56;3;2241
51;800;76;0;194863
54;400;96;1;218686
68;600;55;4;365152
43;800;0;4;158328
97;500;22;3;699337
84;700;14;4;544017
9;900;30;0;7145
91;800;51;4;635673
69;700;95;3;357368
63;300;4;2;294362
19;100;36;4;49108
49;800;25;2;178935
16;0;22;0;83
37;700;57;2;103425
58;700;64;0;250995
78;500;44;2;451972
94;100;70;3;658169
34;600;42;4;108169
37;0;20;3;2241
19;800;37;2;28299
98;0;87;0;83
97;400;34;0;697494
84;900;57;4;545188
66;400;61;1;324301
45;300;71;0;152066
9;500;86;1;8635
95;600;36;1;669148
56;400;53;4;254970
34;300;42;3;89135
89;600;90;3;591068
27;800;39;1;55336
54;0;59;4;21248
83;200;79;4;533367
47;700;42;4;186096
76;900;61;2;429661
53;400;87;4;231690
7;900;22;2;4810
57;400;22;2;241578
64;200;83;3;307787
14;200;18;0;15274
76;900;94;3;432461
67;700;17;3;335134
16;0;75;1;83
45;400;60;4;172945
95;400;53;0;669591
50;600;42;0;186460
90;700;85;1;602026
71;300;6;2;373744
5;300;22;2;2992
90;100;67;3;603624
22;200;79;2;38482
9;100;23;4;28037
77;700;9;2;439569
5;300;94;0;4687
32;0;3;3;2241
35;0;50;0;83
63;400;64;0;295744
16;100;15;3;21764
26;400;57;0;51873
37;0;91;1;83
57;100;45;2;242146
56;0;9;4;21248
72;300;92;2;386648
75;500;48;0;417865
71;200;95;2;376132
96;0;25;2;332
56;200;57;0;233887
15;800;11;2;17533
1;600;87;3;4907
48;800;99;0;173506
13;300;28;0;13561
90;800;30;2;600796
92;700;49;3;630148
87;700;10;0;560707
61;900;92;1;278179
68;300;1;1;342502
12;800;31;0;11830
88;0;33;4;21248
74;300;94;4;429226
41;700;26;0;125427
54;800;26;4;237988
55;800;89;1;226590
8;400;93;3;9715
37;400;49;1;102939
34;100;14;4;107344
63;700;28;2;295042
60;500;54;3;270335
52;200;90;1;202810
60;600;0;2;266975
5;200;84;0;4402
76;900;93;0;430276
75;400;19;1;417073
27;300;35;1;55190
32;600;80;4;99427
91;400;49;0;614427
19;900;1;4;48247
56;400;47;3;235801
48;300;78;1;172901
12;300;93;2;13715
17;200;48;2;23215
97;500;88;1;698961
51;0;25;4;21248
7;400;89;1;6339
66;300;5;4;343943
49;400;87;2;180582
87;700;25;4;582277
40;800;38;4;140928
31;800;6;0;71613
26;600;62;4;73189
19;900;24;1;27703
66;500;52;2;324316
60;900;6;4;288068
14;300;58;1;16369
62;300;53;2;286435
2;300;63;0;2296
82;200;65;3;501773
68;900;37;4;364681
19;300;65;2;29017
31;700;69;1;73308
79;500;1;3;464338
20;900;46;4;52348
43;900;36;0;138139
43;100;82;2;139546
73;700;37;4;416841
79;600;33;0;463051
40;900;87;1;121090
68;800;14;2;343140
35;500;92;0;93453
27;900;89;2;56939
90;700;19;0;600244
28;100;62;2;60196
0;100;48;4;22718
78;100;81;3;454818
32;800;41;3;79378
76;500;0;1;427743
23;500;18;0;39951
84;900;72;1;524428
88;300;12;2;573928
44;600;71;4;166672
78;100;76;1;452525
52;700;26;0;201129
78;900;90;4;474152
74;200;18;4;427159
87;600;51;3;563967
70;100;84;2;365374
18;400;5;2;24670
40;800;59;0;120330
99;500;26;2;726544
44;400;89;2;146226
23;900;29;0;40270
21;700;99;1;35638
35;100;84;3;95333
26;600;72;2;52543
0;700;59;3;4082
58;800;63;2;251223
5;0;61;0;83
46;200;24;0;157516
33;300;20;2;81674
0;100;68;3;4251
22;400;23;1;36747
91;500;98;1;615759
25;900;84;3;51017
80;0;92;2;332
90;600;87;1;602075
8;400;58;2;6861
17;800;1;0;21750
2;900;58;1;2203
73;100;77;1;396682
77;700;60;4;461862
37;600;89;4;125200
96;100;6;1;682403
87;600;75;3;564615
10;500;42;4;30018
16;300;49;3;22724
64;700;94;4;327138
41;400;6;3;127024
51;600;24;0;193448
62;300;61;4;307567
